id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
17447464cc0,8862484010,DAILY DONUT,WILKES-BARRE,PA,MANUFACTURERS & TRADERS TR CO,NY,16-May-05,2005,9,1.0,0,0,1,2,0,Y,31-Jul-05,"$60,000.00 ",$0.00 ,1
626687be746,1789125004,"West Auto Sales, LLC",WELLSBORO,PA,UNIVEST BANK AND TRUST CO.,PA,27-Apr-06,2006,2,1.0,2,4,0,2,Y,N,31-May-06,"$32,628.00 ",$0.00 ,0
ded1f67dda9,3251304000,WEED FREE COMPANY INC,ALVERTON,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,13-Oct-99,2000,4,2.0,4,0,1,2,Y,N,30-Jun-00,"$66,711.00 ",$0.00 ,1
5ae6c8cca47,1675075004,CHIH HERNG CORP.,PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,22-Feb-06,2006,7,1.0,0,7,0,1,N,N,31-Mar-06,"$5,000.00 ",$0.00 ,0
1e0aa7bf47f,7422824007,SCORCHER'S CASUAL EATERY & DRA,ERIE,PA,FIRST NATL BK OF PENNSYLVANIA,PA,10-May-04,2004,14,1.0,0,141,76270,1,0,N,31-Aug-04,"$100,000.00 ",$0.00 ,0
39b5cee72ba,7360204002,HONEY BAKED HAM & CAFE,BUTLER,PA,"READYCAP LENDING, LLC",CA,16-Apr-04,2004,10,2.0,0,0,39237,1,N,N,31-May-04,"$350,000.00 ",$0.00 ,1
b8106e152db,8216663004,"SAM WARD MANUFACTURING, INC.",CHESTER HEIGHTS,PA,"BUSINESS LOAN CENTER, LLC",SC,30-Mar-95,1995,18,1.0,0,0,1,0,N,N,31-Jul-95,"$155,000.00 ",$0.00 ,1
02beaeda4ef,5076354005,B & T SPORTSWEAR,COLUMBIA,PA,MANUFACTURERS & TRADERS TR CO,MD,30-Nov-01,2002,9,1.0,0,9,1,1,Y,N,31-Dec-01,"$15,000.00 ",$0.00 ,1
79aea45b0f3,2977254003,ARBOR FAIR,MEDIA,PA,"TD BANK, NATIONAL ASSOCIATION",PA,28-May-99,1999,3,1.0,0,3,1,0,0,N,30-Jun-99,"$25,000.00 ",$0.00 ,1
c1a54fb8f11,7531894005,HIP'TIQUE LLC,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,17-Jun-04,2004,1,2.0,2,1,1,1,Y,N,31-Dec-04,"$124,256.00 ",$0.00 ,1
c2a6b5a6109,3007533001,"JAZ, INC.",PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,9-Oct-87,1988,14,1.0,0,0,0,0,N,N,19-Nov-87,"$97,000.00 ",$0.00 ,0
6c92c13192d,3732523001,QUANTUM-DIRECT DISTRIBUTION IN,NORRISTOWN,PA,UNIVEST BANK AND TRUST CO.,PA,10-Jan-90,1990,2,1.0,0,0,1,0,N,N,30-Apr-90,"$156,000.00 ",$0.00 ,1
918343e6bd6,2821655005,"Delaware Valley Coffee Houses,",Paoli,PA,NATIONAL PENN BANK,PA,20-Nov-07,2008,0,1.0,14,14,0,1,N,N,31-Mar-08,"$325,000.00 ",$0.00 ,0
ba341d1b9af,5459494009,"RIVERS UNLIMITED, INC.",BOALSBURG,PA,FIRST COMMONWEALTH BANK,PA,12-Jun-02,2002,2,1.0,0,0,1,2,0,Y,31-Aug-02,"$38,000.00 ",$0.00 ,1
7e4cd524e56,5235434003,M & G PIZZA INC,TARENTUM,PA,CITIZENS BANK OF PENNSYLVANIA,PA,25-Feb-02,2002,20,1.0,0,20,1,1,0,N,31-Mar-02,"$60,000.00 ",$0.00 ,1
10d98db5664,3063104002,PRECISION STEEL SERVICES INC,FARRELL,PA,FIRST NATL BK OF PENNSYLVANIA,PA,14-Jul-99,1999,13,1.0,0,13,1,1,0,N,30-Nov-99,"$90,000.00 ",$0.00 ,1
8c2697661d2,3823024006,"OLSON'S CHRISTMAS TREE FARM, I",CURWENSVILLE,PA,MANUFACTURERS & TRADERS TR CO,NY,5-Jul-00,2000,14,1.0,0,0,1,2,0,Y,31-Jul-00,"$16,000.00 ",$0.00 ,1
c396da80194,2120925000,PERFORMANCE SURFACES INC.,GLENSIDE,PA,CAPITAL ONE NATL ASSOC,VA,13-Nov-06,2007,2,1.0,0,2,0,1,N,N,31-Dec-06,"$15,000.00 ",$0.00 ,0
799ec4bc06b,7710414007,QUIZNO'S,PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,19-Aug-04,2004,10,1.0,0,10,68020,1,0,N,30-Sep-04,"$75,000.00 ",$0.00 ,1
2f22c905e5b,1234405001,"Produce & Flower Warehouse, In",Hazleton,PA,FIRST NATL BK OF PENNSYLVANIA,PA,17-Mar-05,2005,4,2.0,2,6,1,2,Y,N,31-Mar-05,"$45,016.00 ",$0.00 ,1
25fbffafac8,6615334004,MONTIE BUILDERS INC,ERIE,PA,CITIZENS BANK NATL ASSOC,RI,22-Aug-03,2003,3,1.0,2,5,1,1,Y,N,30-Sep-04,"$373,231.00 ",$0.00 ,1
191fee8c3d6,5092405003,"Signature Vacuum Systems, Inc.",Meadville,PA,MERCER COUNTY STATE BANK,PA,24-Feb-12,2012,6,1.0,6,6,0,2,Y,N,1-Jul-12,"$1,858,628.00 ",$0.00 ,1
7074b4ed256,7836033010,"WOLPER SALES AGENCY, INC.",EASTON,PA,LAFAYETTE AMBASSADOR BANK,PA,23-Nov-94,1995,6,1.0,0,0,1,0,N,Y,31-Jul-95,"$100,000.00 ",$0.00 ,1
6ad51272960,6694294002,WROBLEWSKI OIL AND GAS COMPANY,ZELIENOPLE,PA,THE HUNTINGTON NATIONAL BANK,OH,17-Sep-03,2003,5,1.0,0,0,1,1,N,N,29-Feb-04,"$472,000.00 ",$0.00 ,1
402f45f793f,5957723002,PREMIER FITNESS CENTER,WARRENDALE,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,23-Sep-93,1993,216,2.0,0,0,1,0,N,N,31-Oct-93,"$132,000.00 ",$0.00 ,1
1ed0f4fc4ad,1270425004,DG DRAFTING INCORPORATED,Arnold,PA,CITIZENS BANK NATL ASSOC,RI,18-Apr-05,2005,2,1.0,0,2,1,1,N,N,31-May-05,"$17,436.00 ",$0.00 ,1
10a805aa3ce,1652144002,PATRICK'S RESTAURANT,ELLWOOD CITY,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,30-Oct-97,1998,8,1.0,0,0,1,0,0,N,31-May-98,"$171,500.00 ",$0.00 ,1
089f92ce04c,3126105007,"OC Reilly, Inc.",Pittsburgh,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,13-Jun-08,2008,8,1.0,8,4,0,1,Y,N,31-Jul-08,"$440,113.00 ",$0.00 ,1
ef9d0a0b9ab,9652553007,MOLLY MAID OF CAMBRIA & BLAIR,EBENSBURG,PA,THE HUNTINGTON NATIONAL BANK,PA,15-Oct-96,1997,4,2.0,0,0,55185,0,N,Y,31-Dec-96,"$40,000.00 ",$0.00 ,1
1fe5000b669,1147635002,All American Coin Company Inc,RED LION,PA,BANK OF AMERICA NATL ASSOC,RI,3-Jan-05,2005,3,1.0,0,4,1,2,N,N,31-Jan-05,"$27,500.00 ",$0.00 ,0
ce2013dc56f,3640035002,Hall Media Productions Inc,Philadelphia,PA,FIRSTRUST SAVINGS BANK,PA,18-Sep-09,2009,5,1.0,1,6,0,1,Y,N,1-May-10,"$220,000.00 ",$0.00 ,1
d7a7e500b35,2196904005,EASTON PLATING & METAL FIN.INC,EASTON,PA,LEHIGH VALLEY ECONOMIC DEVEL C,PA,15-Jul-98,1998,19,1.0,2,19,1,0,N,N,14-Jul-99,"$288,000.00 ",$0.00 ,1
115f96cffe4,7355194007,A R B FINCHAM MASONARY,WASHINGTON,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,14-Apr-04,2004,7,1.0,5,12,1,1,Y,N,30-Apr-04,"$20,000.00 ",$0.00 ,0
405e831a178,1413355005,"Safe Technical Solutions, Inc",BETHLEHEM,PA,BANK OF AMERICA NATL ASSOC,NC,15-Aug-05,2005,2,2.0,0,2,0,1,Y,N,31-Aug-08,"$10,000.00 ",$0.00 ,1
99d7bd578a1,7635594003,GARY DONNELLY PHOTOGRAPHY,GLENSIDE,PA,CITIZENS BANK NATL ASSOC,RI,23-Jul-04,2004,1,1.0,0,1,1,1,Y,N,30-Sep-05,"$49,500.00 ",$0.00 ,1
ff3f9e25f4b,7758634002,CELEBRITY KIDS PORTRAIT STUDIO,NORTH WALES,PA,BANK OF AMERICA NATL ASSOC,RI,2-Sep-04,2004,4,1.0,0,4,1,2,Y,N,30-Sep-04,"$29,500.00 ",$0.00 ,1
68a06ea9278,1473254005,"CAIAZZA USA, INC.",NEW CASTLE,PA,FIRST COMMONWEALTH BANK,PA,11-Aug-97,1997,13,1.0,0,0,1,0,N,N,30-Sep-97,"$16,867.00 ",$0.00 ,1
a33d8e93532,4546235001,Jimmy John's Gourmet Sandwiche,Pittsburgh,PA,ENTERPRISE BANK,PA,16-Feb-11,2011,25,1.0,25,25,0,1,N,N,1-Sep-11,"$300,000.00 ",$0.00 ,1
6968a477d93,1546285001,"Kevin T. Coyne Esquire, PC",Woodlyn,PA,MANUFACTURERS & TRADERS TR CO,NY,18-Nov-05,2006,2,1.0,0,2,0,1,Y,N,31-Dec-05,"$134,301.00 ",$0.00 ,1
4067fc92779,4936614007,ALLISON'S BRIDAL,WASHINGTON,PA,"WESBANCO BANK, INC.",OH,25-Sep-01,2001,3,1.0,0,0,1,2,0,Y,31-Oct-01,"$85,000.00 ",$0.00 ,1
af39622d4bf,7561584007,EVELYN JAMES INTERIORS INC,PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,25-Jun-04,2004,2,2.0,2,2,1,2,0,N,31-Aug-04,"$65,000.00 ",$0.00 ,1
949ecd01581,8803804010,KENSHOCK OPTICAL,PITTSBURGH,PA,DOLLAR BANK A FED. SAVINGS BK,PA,20-Apr-05,2005,1,1.0,0,0,1,2,0,Y,30-Apr-05,"$40,000.00 ",$0.00 ,1
9e2b618cf5e,9945503007,"CIRCLE G. STABLES, INC.",CONNOQUESNESSING,PA,"BUSINESS LOAN CENTER, LLC",SC,6-Feb-97,1997,6,1.0,0,0,1,0,N,N,31-Mar-97,"$360,000.00 ",$0.00 ,1
13d23999d3d,7147264010,JASON MOORE,WEST ALEXANDER,PA,CITIZENS BANK NATL ASSOC,RI,30-Jan-04,2004,1,1.0,0,1,1,1,Y,N,31-Mar-04,"$82,468.00 ",$0.00 ,0
2f5b2712f26,4940383006,DAVE GERENYI'S AUTO SERVICE ST,PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,RI,23-Jul-92,1992,6,1.0,0,0,1,0,N,N,31-Jan-93,"$220,000.00 ",$0.00 ,1
eabe7a05946,1035314010,ANNUNZIATA'S BEAUTY SALON,JESSUP,PA,PEOPLES SECURITY BK & TR CO,PA,14-Mar-97,1997,1,2.0,0,0,1,0,N,Y,31-May-97,"$26,000.00 ",$0.00 ,1
65a3f4cbf92,5822154007,ANIMAL EMERGENCY CENTER,WATSONTOWN,PA,"WACHOVIA SBA LENDING, INC.",CA,30-Oct-02,2003,15,2.0,0,15,1,2,0,N,31-Dec-02,"$625,000.00 ",$0.00 ,1
640895ab4c2,4014034003,ROXIE'S FOOD MARKET,PHILADELPHIA,PA,NATIONAL PENN BANK,PA,19-Oct-00,2001,2,1.0,0,0,1,1,0,Y,30-Nov-00,"$100,000.00 ",$0.00 ,1
b65b330dc98,7583234008,LOUISE J WRIGHT,BETHLEHEM,PA,SANTANDER BANK NATL ASSOC,DE,5-Jul-04,2004,1,1.0,0,1,1,1,0,N,31-Jul-04,"$19,500.00 ",$0.00 ,0
2d16f926ab6,2360055009,J. NATIONAL SEAFOOD INC,PLYMOUTH MEETING,PA,CITIZENS BANK NATL ASSOC,RI,28-Mar-07,2007,1,2.0,0,1,0,1,Y,N,30-Apr-07,"$55,850.00 ",$0.00 ,0
0860ba99a1c,6222664008,WESTMORELAND ADVANCED MATERIAL,NEW KENSINGTON,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,3-Apr-03,2003,6,1.0,2,8,1,1,0,N,31-May-04,"$19,500.00 ",$0.00 ,1
3f6804a59e9,1527804000,WINDER PAVING AND EXCAVATING,MONTGOMERY,PA,MANUFACTURERS & TRADERS TR CO,NY,4-Sep-97,1997,1,2.0,0,0,1,0,N,Y,30-Nov-97,"$37,000.00 ",$0.00 ,0
1f732d47525,1509635000,PARK'S ON TIME CLEANER,KING OF PRUSSIA,PA,CITIZENS BANK NATL ASSOC,RI,21-Oct-05,2006,6,2.0,0,6,0,1,N,N,30-Nov-05,"$40,391.00 ",$0.00 ,1
90852e4be15,3043704008,WILSON'S BLUE RIBBON BEVERAGE,PHILADELPHIA,PA,HSBC BK USA NATL ASSOC,NY,30-Jun-99,1999,4,1.0,0,0,1,1,N,N,30-Sep-99,"$315,000.00 ",$0.00 ,1
0664dee3887,6750234001,"VERGE ENTERPRISES,INC",PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,30-Sep-03,2003,1,2.0,10,10,1,1,0,N,31-Oct-03,"$157,000.00 ",$0.00 ,1
5ef53225189,4001754008,TONELLI'S RESTURANT,FEASTERVILLE,PA,SANTANDER BANK NATL ASSOC,DE,12-Oct-00,2001,6,2.0,0,0,1,1,0,Y,31-Oct-00,"$50,000.00 ",$0.00 ,1
633655cbc75,2415095008,"MSB FITNESS, LLC",ROYERSFORD,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,25-Apr-07,2007,4,2.0,2,6,0,1,N,N,30-Jun-07,"$120,000.00 ",$0.00 ,0
53e1f95f1db,1515544008,EXEMPLAR TOOL INC.,EDINBORO,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,28-Aug-97,1997,2,2.0,0,0,1,0,0,N,30-Jun-98,"$106,500.00 ",$0.00 ,1
0fbce52da4e,6882824003,FERNANDO A RIBEIRO WHOLESALE B,FLEETWOOD,PA,CITIZENS BANK NATL ASSOC,RI,5-Nov-03,2004,1,1.0,0,1,1,2,Y,N,31-Dec-03,"$41,000.00 ",$0.00 ,1
bfb1c65dfc6,3646635006,Toner Holdings LLC,Dallas,PA,SOUTH EASTERN ECONOMIC DEVEL C,PA,22-Sep-09,2009,26,2.0,2,0,0,1,N,N,12-May-10,"$137,000.00 ",$0.00 ,1
db923ca3bbc,2586244003,SERVICES MASTER BY ROUND THE C,BETHLEHEM,PA,LEHIGH VALLEY ECONOMIC DEVEL C,PA,9-Dec-98,1999,50,1.0,50,0,73525,0,N,N,15-Sep-99,"$551,000.00 ",$0.00 ,1
cd4b41406c3,9491973002,"FIRST CLASS AMUSEMENTS, INC.",EDINBORO,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,27-Aug-96,1996,2,2.0,0,0,1,0,0,N,31-Oct-96,"$200,000.00 ",$0.00 ,1
bb2d04e17c6,3903534006,CRYSTAL CLEAR POOL & SPA SERVI,SOUTHAMPTON (PC RR NAME STREET,PA,"TD BANK, NATIONAL ASSOCIATION",PA,21-Aug-00,2000,10,1.0,4,10,1,1,Y,N,30-Sep-00,"$215,710.00 ",$0.00 ,1
9dffd68d2c0,9168794003,RATHE'S AUTO SERVICE,PHILADELPHIA,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,14-Oct-05,2006,3,1.0,0,3,1,1,Y,N,30-Apr-08,"$10,000.00 ",$0.00 ,1
2254ceb9080,6340754001,V S GILREATH,ERIE,PA,CITIZENS BANK NATL ASSOC,RI,22-May-03,2003,1,1.0,0,1,1,1,Y,N,31-Jul-03,"$19,210.00 ",$0.00 ,1
fe24ec06609,5398354008,KUNCO LANDSCAPE DESIGN & MAINT,ERIE,PA,FIRST NATL BK OF PENNSYLVANIA,PA,14-May-02,2002,6,1.0,0,6,1,1,Y,N,31-Jul-02,"$10,000.00 ",$0.00 ,1
9ea319f1293,3353335006,Jeffrey M. Henninger d/b/a J &,SPRING CITY,PA,SANTANDER BANK NATL ASSOC,DE,26-Mar-09,2009,2,1.0,2,2,0,1,N,N,30-Apr-09,"$40,000.00 ",$0.00 ,1
2aa7cb430bb,7440244003,"OAK, INC.",ARCHBALD,PA,PEOPLES SECURITY BK & TR CO,PA,14-May-04,2004,5,0.0,0,0,1,2,N,N,31-Jul-04,"$150,000.00 ",$0.00 ,1
d042cb335fd,4904584006,DAYDREAMS HAIR STUDIO,MOUNTVILLE,PA,"COMMERCE BANK, A DIVISION OF",PA,13-Sep-01,2001,3,1.0,0,3,1,1,Y,N,31-Oct-01,"$15,000.00 ",$0.00 ,1
2d9ee350aab,5738184002,PAUL A. TAICLET DMD,SEWICKLEY,PA,CITIZENS BANK NATL ASSOC,RI,27-Sep-02,2002,1,1.0,0,1,1,1,Y,N,31-Dec-08,"$1,000.00 ",$0.00 ,0
749b9d1b907,8842654005,INDIANA SPINE CENTER,INDIANA,PA,FIRST NATL BK OF PENNSYLVANIA,PA,6-May-05,2005,2,1.0,0,2,1,2,0,N,31-Jul-05,"$225,000.00 ",$0.00 ,1
7d287d8e7ef,5757403006,"SPECTRUM COMMUNICATIONS, CORP.",NORRISTOWN,PA,WELLS FARGO BANK NATL ASSOC,SD,8-Jul-93,1993,20,1.0,0,0,1,0,N,N,31-Jul-95,"$50,000.00 ",$0.00 ,1
95e35da2d32,7881134000,J & J MOTORING INC,FAIRFIELD,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,4-Oct-04,2005,1,2.0,1,1,1,1,0,N,31-Oct-04,"$97,000.00 ",$0.00 ,1
8cf045acce7,8812044009,EWING J NICHOLSON JR,DUNBAR,PA,FIRST COMMONWEALTH BANK,PA,22-Apr-05,2005,2,1.0,0,2,1,2,0,N,31-May-05,"$51,500.00 ",$0.00 ,0
a02c0ca8b1a,1671384010,SPACESAVER DESIGN INC.,PITTSBURG,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,10-Nov-97,1998,20,1.0,0,0,1,0,Y,N,30-Sep-98,"$100,000.00 ",$0.00 ,1
d7c175e0998,4086294010,UPPER PROVIDENCE GRILL,MEDIA,PA,EAGLE NATIONAL BANK,PA,24-Nov-00,2001,25,1.0,0,0,1,2,0,Y,31-Jan-01,"$100,000.00 ",$0.00 ,1
3d18f728089,1793714000,TAYLOR HOUSE,DILLSBURG,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,21-Jan-98,1998,3,2.0,0,0,1,0,0,N,31-Mar-98,"$30,000.00 ",$0.00 ,1
2afff651cee,2799014008,AUTOMOTIVE AFTERMARKET OF HANO,HANOVER,PA,BNY MELLON NATL ASSOC,PA,23-Feb-99,1999,1,1.0,0,0,1,0,0,Y,31-Mar-99,"$60,000.00 ",$0.00 ,1
b0a6736ac5e,7370074004,J LINE INC,ALTOONA,PA,FIRST COMMONWEALTH BANK,PA,20-Apr-04,2004,31,1.0,0,0,1,1,Y,N,30-Apr-04,"$100,000.00 ",$0.00 ,1
2e1129ec769,2193435007,"Bally Spring Farm, Inc.",BARTO,PA,BANK OF AMERICA NATL ASSOC,NC,26-Dec-06,2007,6,1.0,1,7,0,2,N,N,31-Dec-06,"$50,000.00 ",$0.00 ,0
00aa3b4f649,4125784008,"DAT DELI, LLC.",NEWTOWN,PA,CITIZENS BANK NATL ASSOC,RI,12-Dec-00,2001,4,1.0,0,0,1,2,0,Y,28-Feb-01,"$60,200.00 ",$0.00 ,1
36ec04acb03,7058153003,NORTHEAST MICRO,WILKES-BARRE,PA,WACHOVIA FINAN SERVICES INC.,NC,7-Jun-94,1994,7,1.0,0,0,1,0,N,N,31-Jul-94,"$50,000.00 ",$0.00 ,1
e6ee9911c7a,2101975009,Omega Piezo Technologies Inc.,STATE COLLEGE,PA,CITIZENS BANK NATL ASSOC,RI,1-Nov-06,2007,16,1.0,0,16,0,1,Y,N,30-Nov-06,"$144,084.00 ",$0.00 ,1
a72835a4874,1971545008,Customer Care Corp.,HUNTINGDON VALLEY,PA,SANTANDER BANK NATL ASSOC,DE,15-Aug-06,2006,14,2.0,1,14,0,1,Y,N,30-Sep-06,"$50,000.00 ",$0.00 ,1
141c58698c7,7335494006,BRAZILL INSURANCE SERVICE,BOOTHWYN,PA,CAPITAL ONE NATL ASSOC,VA,7-Apr-04,2004,1,1.0,0,1,1,1,0,N,31-May-04,"$25,000.00 ",$0.00 ,1
b57679400d9,7233414003,FAR CORNER MARKET,STATE COLLEGE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,3-Mar-04,2004,2,1.0,2,2,1,1,0,N,31-Mar-04,"$50,000.00 ",$0.00 ,1
70ba95575da,2616076005,FERTYS SPORTS BAR & GRILL,CARNEGIE,PA,REGIONAL DEVEL FUNDING CORP,PA,8-Jan-07,2007,1,2.0,7,0,1,1,0,N,16-Jan-08,"$134,000.00 ",$0.00 ,1
ae035f20579,7517103010,FLEX-CELL PRECISION,LANCASTER,PA,"PNC BANK, NATIONAL ASSOCIATION",PA,26-Aug-94,1994,3,1.0,0,0,1,0,N,Y,31-Oct-94,"$30,000.00 ",$0.00 ,1
4b951dc94c9,6269424003,COMMONWEALTH INTELLIGENCE AGEN,WASHINGTON,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,24-Apr-03,2003,38,1.0,15,38,1,1,Y,N,31-May-03,"$35,000.00 ",$0.00 ,0
93eba8778d2,6475694004,CONLEY ELECTRIC CORP,PHILADELPHIA,PA,BANK OF AMERICA NATL ASSOC,RI,8-Jul-03,2003,8,1.0,0,8,1,1,Y,N,31-Jul-03,"$240,295.00 ",$0.00 ,1
310d9f64c58,6207924005,INDEPENDENT RESEARCH GROUP INC,HATFIELD,PA,CITIZENS BANK NATL ASSOC,RI,28-Mar-03,2003,6,1.0,0,6,1,2,Y,N,30-Jun-03,"$49,534.00 ",$0.00 ,1
d1d204e666d,5296224003,PARKS DESIGN & INK,HUNTINGDON,PA,FIRST COMMONWEALTH BANK,PA,25-Mar-02,2002,3,1.0,2,1,1,0,Y,N,30-Apr-02,"$50,000.00 ",$0.00 ,1
24b47896847,5549283002,"EMPT,INC",CECIL,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,25-Feb-93,1993,1,2.0,0,0,1,0,N,N,30-Apr-93,"$372,000.00 ",$0.00 ,1
1fb1db72b00,1860844005,WILDERNESS CONNECTION,TITUSVILLE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,23-Feb-98,1998,2,1.0,0,0,1,0,N,Y,31-Mar-01,"$25,000.00 ",$0.00 ,1
3bfd6d47547,9248623002,"SNYDERS TIRE & AUTO, INC.",HAWLEY,PA,WELLS FARGO BANK NATL ASSOC,CA,3-May-96,1996,4,1.0,0,0,1,0,0,N,31-Jul-96,"$25,851.00 ",$0.00 ,0
3292d65cb32,4034593008,DUNKIN' DONUTS,BETHLEHEM,PA,WELLS FARGO BANK NATL ASSOC,SD,12-Apr-90,1990,16,2.0,0,0,25650,0,N,N,31-Jul-90,"$112,000.00 ",$0.00 ,1
1cbb43ce182,1294725005,ZEKE'S LANDSCAPING LIMITED LIA,LANSDALE,PA,CITIZENS BANK NATL ASSOC,RI,6-May-05,2005,1,2.0,0,1,1,1,N,N,31-May-05,"$6,000.00 ",$0.00 ,1
208b641e988,6527834001,"THOMAS A. GALULLO, DDS",BERWYN,PA,CUSTOMERS BANK,NJ,25-Jul-03,2003,2,0.0,0,0,1,2,N,N,31-Aug-03,"$910,000.00 ",$0.00 ,1
7251f221600,2593564003,CINERGI,WYOMISSING,PA,MANUFACTURERS & TRADERS TR CO,NY,10-Dec-98,1999,10,1.0,2,12,1,0,0,N,31-Mar-99,"$185,385.00 ",$0.00 ,1
45e4d2f84de,7360814008,ROBERT A GOLDBERG  DC,MONROEVILLE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,16-Apr-04,2004,1,2.0,2,1,1,1,0,N,31-May-04,"$60,000.00 ",$0.00 ,1
ae349ecd2d5,2918806005,TOMO JAPANESE RESTAURANT LLC,UPPER DARBY,PA,BNB HANA BANK NATL ASSOC,NJ,27-Jul-07,2007,2,2.0,2,2,1,1,0,N,30-Sep-07,"$95,000.00 ",$0.00 ,1
447089940bf,4092073003,"BANKSVILLE MEDICAL, INC.",PITTSBURGH,PA,BNY MELLON NATL ASSOC,PA,15-May-90,1990,3,2.0,0,0,1,0,N,N,31-Jul-90,"$143,000.00 ",$0.00 ,1
4e20f49bccb,3792995007,"BELLOMO & PLATT, LLC",YORK,PA,CITIZENS BANK OF PENNSYLVANIA,PA,3-Dec-09,2010,4,2.0,0,4,0,2,Y,N,1-Feb-10,"$21,000.00 ",$0.00 ,1
2d101dc5498,5966144003,ZAPPONE BROTHERS INC,LATROBE,PA,CITIZENS BANK NATL ASSOC,RI,20-Dec-02,2003,5,1.0,0,5,1,1,0,N,31-Jan-03,"$71,500.00 ",$0.00 ,1
6fe4fe6f0ad,1789514007,CLOUD & GEHSBAN ASSOCIATES INC,PHILADELPHIA,PA,WELLS FARGO BANK NATL ASSOC,PA,16-Jan-98,1998,6,1.0,0,0,1,0,Y,N,31-Aug-99,"$35,000.00 ",$0.00 ,1
d2fe448118d,3824875001,Ritters Lemoyne Hardware Compa,Mechanicsburg,PA,FULTON BANK NATL ASSOC,PA,24-Dec-09,2010,1,2.0,15,1,0,1,N,N,1-Mar-10,"$400,000.00 ",$0.00 ,1
51f9a9e4813,2619715006,"DYNAMIC CHIROPRACTIC, P.C.",ELIZABETHTOWN,PA,CITIZENS BANK NATL ASSOC,RI,6-Aug-07,2007,3,1.0,1,4,0,1,Y,N,31-Aug-07,"$39,576.00 ",$0.00 ,0
81645317f4e,9329823005,"MICHAEL A. DANIELS, M.D.",MELROSE PARK,PA,UNITED BANK OF PHILADELPHIA,PA,7-Jun-96,1996,4,2.0,0,0,1,0,N,Y,31-Jul-96,"$50,000.00 ",$0.00 ,1
8bfa1edd651,3496235008,Regina Marie Ewer t/a Empowere,SCHWENKSVILLE,PA,UNIVEST BANK AND TRUST CO.,PA,2-Jul-09,2009,2,1.0,0,2,0,1,N,N,31-Jul-09,"$20,000.00 ",$0.00 ,1
2bcec543834,6319664004,THE HOUSE DOCTOR,JEANNETTE,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,15-May-03,2003,7,1.0,0,0,39300,2,0,Y,31-Mar-04,"$45,000.00 ",$0.00 ,0
8732c0f4dbf,1602045005,"SPEEDGOAT BICYCLES, INC.",LAUGHLINTOWN,PA,CITIZENS BANK NATL ASSOC,RI,4-Jan-06,2006,8,1.0,0,8,0,2,N,N,31-Oct-06,"$50,000.00 ",$0.00 ,1
b629fd01fb6,3024605003,"PATTU PROPERTIES, INC",PITTSBURGH,PA,"PNC BANK, NATIONAL ASSOCIATION",DE,28-Mar-08,2008,3,1.0,0,3,0,2,T,N,30-Apr-08,"$22,500.00 ",$0.00 ,1
57909b4e79a,7133374007,AUTO IMPACT II,LANCASTER,PA,CITIZENS BANK OF PENNSYLVANIA,PA,29-Jan-04,2004,4,1.0,0,4,1,1,Y,N,29-Feb-04,"$35,000.00 ",$0.00 ,0
a2526613a41,7479414003,RELATIONAL SYSTEMS CORPORATION,PLYMOUTH MEETING,PA,CITIZENS BANK NATL ASSOC,RI,28-May-04,2004,1,1.0,0,1,1,1,Y,N,31-Aug-04,"$436,793.00 ",$0.00 ,1
4ebcfc98286,2037244000,"SHANNON VALE FARMS, INC.",NEW FLORENCE,PA,FIRST NATL BK OF PENNSYLVANIA,PA,6-May-98,1998,9,1.0,0,0,1,0,N,N,30-Jun-98,"$508,000.00 ",$0.00 ,0
